_op,StudentProviderEnrolmentLocalId,Student.LocalId,Student.NationalStudentNumber,Provider.RefId,StudentId,EntryDate,Status,ECEEducationHistoryList.ECEType.Type,EarlyChildhoodEnrolment.ECEYearLevel,EarlyChildhoodEnrolment.Curriculum,SchoolEnrolmentList.SchoolEnrolment.SchoolCalendarYear,SchoolEnrolmentList.SchoolEnrolment.StartDate,SchoolEnrolmentList.SchoolEnrolment.MembershipType,SchoolEnrolmentList.SchoolEnrolment.YearLevel,SchoolEnrolmentList.SchoolEnrolment.FTE,SchoolEnrolmentList.SchoolEnrolment.FundingType,SchoolEnrolmentList.SchoolEnrolment.FundingYearLevel,SchoolEnrolmentList.SchoolEnrolment.Curriculum,RecordAudit.CreatedDateTime,RecordAudit.LastUpdatedDateTime
upsert,2020_90902_ST2000353,ST2000353,9902000353,90902,ST2000353,2019-01-30,ACT,,TWO,ECE,,,,,,,,,2020-05-27T14:11:45+1200,2020-05-27T14:11:45+1200
upsert,2020_90902_ST2000366,ST2000366,9902000366,90902,ST2000366,2019-01-30,ACT,,TWO,ECE,,,,,,,,,2020-05-27T14:12:00+1200,2020-05-27T14:12:00+1200
upsert,2020_90902_ST2000379,ST2000379,9902000379,90902,ST2000379,2020-01-30,ACT,,ONE,ECE,,,,,,,,,2020-05-27T14:12:15+1200,2020-05-27T14:12:15+1200
upsert,2020_90902_ST2000381,ST2000381,9902000381,90902,ST2000381,2020-01-30,ACT,,ONE,ECE,,,,,,,,,2020-05-27T14:12:30+1200,2020-05-27T14:12:30+1200
upsert,2020_90902_ST2000394,ST2000394,9902000394,90902,ST2000394,2020-01-30,ACT,,ONE,ECE,,,,,,,,,2020-05-27T14:12:45+1200,2020-05-27T14:12:45+1200
upsert,2020_90902_ST2000404,ST2000404,9902000404,90902,ST2000404,2020-01-30,ACT,,ONE,ECE,,,,,,,,,2020-05-27T14:13:00+1200,2020-05-27T14:13:00+1200
upsert,2020_90902_ST2000417,ST2000417,9902000417,90902,ST2000417,2020-01-30,ACT,,ONE,ECE,,,,,,,,,2020-05-27T14:13:15+1200,2020-05-27T14:13:15+1200
upsert,2020_90902_ST2100425,ST2100425,9902100425,90902,ST2100425,2020-01-30,ACT,,ONE,ECE,,,,,,,,,2020-05-27T14:13:30+1200,2020-05-27T14:13:30+1200
upsert,2020_90902_ST2000432,ST2000432,9902000432,90902,ST2000432,2020-01-30,ACT,,ONE,ECE,,,,,,,,,2020-05-27T14:13:45+1200,2020-05-27T14:13:45+1200
upsert,2020_90902_ST2000445,ST2000445,9902000445,90902,ST2000445,2020-01-30,ACT,,ONE,ECE,,,,,,,,,2020-05-27T14:14:00+1200,2020-05-27T14:14:00+1200
upsert,2020_90902_ST2000458,ST2000458,9902000458,90902,ST2000458,2020-01-30,ACT,,ONE,ECE,,,,,,,,,2020-05-27T14:14:15+1200,2020-05-27T14:14:15+1200
upsert,2020_90902_ST2000460,ST2000460,9902000460,90902,ST2000460,2020-01-02,ACT,,ZER,ECE,,,,,,,,,2020-05-27T14:14:30+1200,2020-05-27T14:14:30+1200
upsert,2020_90902_ST2000473,ST2000473,9902000473,90902,ST2000473,2020-04-15,ACT,,ZER,ECE,,,,,,,,,2020-05-27T14:14:45+1200,2020-05-27T14:14:45+1200
upsert,2020_90902_ST2000486,ST2000486,9902000486,90902,ST2000486,2020-05-13,ACT,,ZER,ECE,,,,,,,,,2020-05-27T14:15:00+1200,2020-05-27T14:15:00+1200
upsert,2020_90902_ST2000499,ST2000499,9902000499,90902,ST2000499,2016-01-30,ACT,,FIV,ECE,,,,,,,,,2020-05-27T14:15:15+1200,2020-05-27T14:15:15+1200
upsert,2020_90902_ST2000509,ST2000509,9902000509,90902,ST2000509,2016-01-30,ACT,,FIV,ECE,,,,,,,,,2020-05-27T14:15:30+1200,2020-05-27T14:15:30+1200
upsert,2020_90902_ST2000511,ST2000511,9902000511,90902,ST2000511,2016-01-30,ACT,,FIV,ECE,,,,,,,,,2020-05-27T14:15:45+1200,2020-05-27T14:15:45+1200
upsert,2020_90902_ST2000524,ST2000524,9902000524,90902,ST2000524,2016-01-30,ACT,,FIV,ECE,,,,,,,,,2020-05-27T14:16:00+1200,2020-05-27T14:16:00+1200
upsert,2020_90902_ST2000537,ST2000537,9902000537,90902,ST2000537,2016-01-30,ACT,,FIV,ECE,,,,,,,,,2020-05-27T14:16:14+1200,2020-05-27T14:16:14+1200
upsert,2020_90903_ST2100545,ST2100545,9902100545,90903,ST2100545,2017-01-30,ACT,,FOU,ECE,,,,,,,,,2020-05-27T14:16:30+1200,2020-05-27T14:16:30+1200
upsert,2020_90903_ST3000003,ST3000003,9903000003,90903,ST3000003,2017-01-30,ACT,,FOU,ECE,,,,,,,,,2020-05-27T14:16:45+1200,2020-05-27T14:16:45+1200
upsert,2020_90903_ST3000016,ST3000016,9903000016,90903,ST3000016,2017-01-30,ACT,,FOU,ECE,,,,,,,,,2020-05-27T14:17:00+1200,2020-05-27T14:17:00+1200
upsert,2020_90903_ST3000029,ST3000029,9903000029,90903,ST3000029,2017-01-30,ACT,,FOU,ECE,,,,,,,,,2020-05-27T14:17:15+1200,2020-05-27T14:17:15+1200
upsert,2020_90903_ST3000031,ST3000031,9903000031,90903,ST3000031,2017-01-30,ACT,,FOU,ECE,,,,,,,,,2020-05-27T14:17:30+1200,2020-05-27T14:17:30+1200
upsert,2020_90903_ST3000044,ST3000044,9903000044,90903,ST3000044,2018-01-30,ACT,,THR,ECE,,,,,,,,,2020-05-27T14:17:45+1200,2020-05-27T14:17:45+1200
upsert,2020_90903_ST3000057,ST3000057,9903000057,90903,ST3000057,2018-01-30,ACT,,THR,ECE,,,,,,,,,2020-05-27T14:18:00+1200,2020-05-27T14:18:00+1200
upsert,2020_90903_ST3100065,ST3100065,9903100065,90903,ST3100065,2018-01-30,ACT,,THR,ECE,,,,,,,,,2020-05-27T14:18:15+1200,2020-05-27T14:18:15+1200
upsert,2020_90903_ST3000072,ST3000072,9903000072,90903,ST3000072,2018-01-30,ACT,,THR,ECE,,,,,,,,,2020-05-27T14:18:30+1200,2020-05-27T14:18:30+1200
upsert,2020_90903_ST3000085,ST3000085,9903000085,90903,ST3000085,2019-01-30,ACT,,TWO,ECE,,,,,,,,,2020-05-27T14:18:44+1200,2020-05-27T14:18:44+1200
upsert,2020_90903_ST3000098,ST3000098,9903000098,90903,ST3000098,2019-01-30,ACT,,TWO,ECE,,,,,,,,,2020-05-27T14:19:00+1200,2020-05-27T14:19:00+1200
upsert,2020_90903_ST3000108,ST3000108,9903000108,90903,ST3000108,2019-01-30,ACT,,TWO,ECE,,,,,,,,,2020-05-27T14:19:15+1200,2020-05-27T14:19:15+1200
upsert,2020_90903_ST3000110,ST3000110,9903000110,90903,ST3000110,2020-01-30,ACT,,ONE,ECE,,,,,,,,,2020-05-27T14:19:30+1200,2020-05-27T14:19:30+1200
upsert,2020_90903_ST3000123,ST3000123,9903000123,90903,ST3000123,2020-01-30,ACT,,ONE,ECE,,,,,,,,,2020-05-27T14:19:45+1200,2020-05-27T14:19:45+1200
upsert,2020_90903_ST3000136,ST3000136,9903000136,90903,ST3000136,2020-01-30,ACT,,ONE,ECE,,,,,,,,,2020-05-27T14:20:00+1200,2020-05-27T14:20:00+1200
upsert,2020_90903_ST3000149,ST3000149,9903000149,90903,ST3000149,2020-01-30,ACT,,ONE,ECE,,,,,,,,,2020-05-27T14:20:14+1200,2020-05-27T14:20:14+1200
upsert,2020_90903_ST3000151,ST3000151,9903000151,90903,ST3000151,2020-01-06,ACT,,ZER,ECE,,,,,,,,,2020-05-27T14:20:30+1200,2020-05-27T14:20:30+1200
upsert,2020_90903_ST3000164,ST3000164,9903000164,90903,ST3000164,2020-02-06,ACT,,ZER,ECE,,,,,,,,,2020-05-27T14:20:45+1200,2020-05-27T14:20:45+1200
upsert,2020_90903_ST3000177,ST3000177,9903000177,90903,ST3000177,2020-02-20,ACT,,ZER,ECE,,,,,,,,,2020-05-27T14:21:00+1200,2020-05-27T14:21:00+1200
upsert,2020_90903_ST3100185,ST3100185,9903100185,90903,ST3100185,2020-03-24,ACT,,ZER,ECE,,,,,,,,,2020-05-27T14:21:15+1200,2020-05-27T14:21:15+1200
upsert,2020_90903_ST3000192,ST3000192,9903000192,90903,ST3000192,2016-01-30,ACT,,FIV,ECE,,,,,,,,,2020-05-27T14:21:30+1200,2020-05-27T14:21:30+1200
upsert,2020_90903_ST3000202,ST3000202,9903000202,90903,ST3000202,2016-01-30,ACT,,FIV,ECE,,,,,,,,,2020-05-27T14:21:45+1200,2020-05-27T14:21:45+1200
upsert,2020_90903_ST3000215,ST3000215,9903000215,90903,ST3000215,2016-01-30,ACT,,FIV,ECE,,,,,,,,,2020-05-27T14:22:00+1200,2020-05-27T14:22:00+1200
upsert,2020_90903_ST3000228,ST3000228,9903000228,90903,ST3000228,2017-01-30,ACT,,FOU,ECE,,,,,,,,,2020-05-27T14:22:15+1200,2020-05-27T14:22:15+1200
upsert,2020_90903_ST3000230,ST3000230,9903000230,90903,ST3000230,2017-01-30,ACT,,FOU,ECE,,,,,,,,,2020-05-27T14:22:30+1200,2020-05-27T14:22:30+1200
upsert,2020_90903_ST3000243,ST3000243,9903000243,90903,ST3000243,2017-01-30,ACT,,FOU,ECE,,,,,,,,,2020-05-27T14:22:44+1200,2020-05-27T14:22:44+1200
upsert,2020_90903_ST3000256,ST3000256,9903000256,90903,ST3000256,2017-01-30,ACT,,FOU,ECE,,,,,,,,,2020-05-27T14:23:00+1200,2020-05-27T14:23:00+1200
upsert,2020_90903_ST3000269,ST3000269,9903000269,90903,ST3000269,2017-01-30,ACT,,FOU,ECE,,,,,,,,,2020-05-27T14:23:15+1200,2020-05-27T14:23:15+1200
upsert,2020_90903_ST3000271,ST3000271,9903000271,90903,ST3000271,2017-01-30,ACT,,FOU,ECE,,,,,,,,,2020-05-27T14:23:30+1200,2020-05-27T14:23:30+1200
upsert,2020_90903_ST3000284,ST3000284,9903000284,90903,ST3000284,2018-01-30,ACT,,THR,ECE,,,,,,,,,2020-05-27T14:23:45+1200,2020-05-27T14:23:45+1200
upsert,2020_90903_ST3000297,ST3000297,9903000297,90903,ST3000297,2018-01-30,ACT,,THR,ECE,,,,,,,,,2020-05-27T14:24:00+1200,2020-05-27T14:24:00+1200
upsert,2020_90903_ST3000307,ST3000307,9903000307,90903,ST3000307,2018-01-30,ACT,,THR,ECE,,,,,,,,,2020-05-27T14:24:15+1200,2020-05-27T14:24:15+1200
upsert,2020_90903_ST3100315,ST3100315,9903100315,90903,ST3100315,2019-01-30,ACT,,TWO,ECE,,,,,,,,,2020-05-27T14:24:30+1200,2020-05-27T14:24:30+1200
upsert,2020_90903_ST3000322,ST3000322,9903000322,90903,ST3000322,2019-01-30,ACT,,TWO,ECE,,,,,,,,,2020-05-27T14:24:45+1200,2020-05-27T14:24:45+1200
upsert,2020_90903_ST3000335,ST3000335,9903000335,90903,ST3000335,2019-01-30,ACT,,TWO,ECE,,,,,,,,,2020-05-27T14:25:00+1200,2020-05-27T14:25:00+1200
upsert,2020_90903_ST3000348,ST3000348,9903000348,90903,ST3000348,2019-01-30,ACT,,TWO,ECE,,,,,,,,,2020-05-27T14:25:15+1200,2020-05-27T14:25:15+1200
upsert,2020_90903_ST3000350,ST3000350,9903000350,90903,ST3000350,2020-01-30,ACT,,ONE,ECE,,,,,,,,,2020-05-27T14:25:30+1200,2020-05-27T14:25:30+1200
upsert,2020_90903_ST3000363,ST3000363,9903000363,90903,ST3000363,2020-01-30,ACT,,ONE,ECE,,,,,,,,,2020-05-27T14:25:45+1200,2020-05-27T14:25:45+1200
upsert,2020_90903_ST3000376,ST3000376,9903000376,90903,ST3000376,2020-01-30,ACT,,ONE,ECE,,,,,,,,,2020-05-27T14:26:00+1200,2020-05-27T14:26:00+1200
upsert,2020_90903_ST3000389,ST3000389,9903000389,90903,ST3000389,2020-01-30,ACT,,ONE,ECE,,,,,,,,,2020-05-27T14:26:15+1200,2020-05-27T14:26:15+1200
upsert,2020_90903_ST3000391,ST3000391,9903000391,90903,ST3000391,2020-01-30,ACT,,ONE,ECE,,,,,,,,,2020-05-27T14:26:30+1200,2020-05-27T14:26:30+1200
upsert,2020_90903_ST3000401,ST3000401,9903000401,90903,ST3000401,2020-01-30,ACT,,ONE,ECE,,,,,,,,,2020-05-27T14:26:45+1200,2020-05-27T14:26:45+1200
upsert,2020_90903_ST3000414,ST3000414,9903000414,90903,ST3000414,2020-01-30,ACT,,ONE,ECE,,,,,,,,,2020-05-27T14:27:00+1200,2020-05-27T14:27:00+1200
upsert,2020_90903_ST3000427,ST3000427,9903000427,90903,ST3000427,2020-01-08,ACT,,ZER,ECE,,,,,,,,,2020-05-27T14:27:15+1200,2020-05-27T14:27:15+1200
upsert,2020_90903_ST3100435,ST3100435,9903100435,90903,ST3100435,2020-03-24,ACT,,ZER,ECE,,,,,,,,,2020-05-27T14:27:29+1200,2020-05-27T14:27:29+1200
